Food Group,Food_Protein,Protein (g),Food Group,Food_Fat,Total Fat (g),Food Group,Food_Fiber,Total Dietary Fiber(g),Food Group,Food_CHO,CHO (g),Food Group,Food_Energy,Energy (kcals),Food Group,Food_Thiamine,Thaimine (mg),Food Group,Food_Riboflavin,Riboflavin (mg),Food Group,Food_Niacin,Niacin (mg),Food Group,Food_Pantothenic ,Pantothenic acid (mg),Food Group,Food_B6,Total B6 (mg),Food Group,Food_Biotin,Biotin (B7) (mcg),Food Group,Food_folates,Total folates (mcg),Food Group,Food_ascorbic,Total ascorbic acid (mg),Food Group,Food_Ergocalciferol,Ergocalciferol D2 (mcg),Food Group,Food_Vit_E,Vit E (mg),Food Group,Food_Vit_K1,Vit K1 (mcg),Food Group,Food Name,beta- carotene (mcg),Food Group,Food Name,Calcium (mg),Food Group,Food Name,Chromium (mg),Food Group,Food Name,Iron (mg),Food Group,Food Name,Magnesium (mg),Food Group,Food Name,Manganese (mg),Food Group,Food Name,Molebdeum (mg),Food Group,Food Name,Phosphorus (mg),Food Group,Food Name,Potassium (mg),Food Group,Food Name,Selenium (mcg),Food Group,Food Name,Sodium (mg),Food Group,Food Name,Zinc (mg),Food Group,Food Name,Linoleic (mg),Food Group,Food Name,alpha- linolenic (mg),Food Group,Food Name,Arachidonic (mg),Food Group,Food Name,Histidine (g),Food Group,Food Name,Isoleucine (g),Food Group,Food_Luecine,Luecine (g),Food Group,Food_Lysine,Lysine (g),Food Group,Food_Methionine,Methionine (g),Food Group,Food_Cystine,Cystine (g),Food Group,Food_Phenylalanine,Phenylalanine (g),Food Group,Food_Threonine,Threonine (g),Food Group,Food_Tryptophan,Tryptophan (g),Food Group,Food_Valine,Valine (g)
CSF,"Garlic, big clove",6.92,F,Sapota ,1.26,OV,"Jack fruit, raw",7.69,RT,Water Chestnut,21.46,GL,"Field bean, black",276.05193,GLV,"Gogu leaves, green",0.13,MMP,Paneer,0.1,CSD,Mace,0.92,NOS,"Niger seeds, gray ",0.46,GL,"Black gram, dal",0.22,CM,"Wheat, bulgur",2.5,OV,"Capsicum, green",51.85,OV,"Bamboo shoot, tender",15.74,F,"Musk melon, orange flesh",4.41,RT,"Yam, elephant",0.34,OV,"Jack fruit, raw",22.3,F,Sapota ,80.7,GL,"Field bean, black",78.16,OV,"Plantain, stem",0.015,GLV,Basella leaves,4.2,GLV,Spinach,86.97,GLV,Beet greens,1.16,OV,"Peas, fresh",0.02,CSF,"Garlic, small clove",116,CSD,Nutmeg,474,NOS,Pine seed,10.56,CSD,Nutmeg,14.31,CSD,Cloves,1.13,CM,"Wheat, semolina",306,F,"Banana, ripe, robusta ",73.44,CSD,Omum,0,CM,"Wheat, semolina",2.38,GL,"Lentil whole, yellowish",4.12,CSD,"Cardamom, green",7.24,OV,"Ridge gourd, smooth skin",4.64,NOS,"Niger seeds, gray ",1.32,CSD,Omum,1.11,CM,Barley,4.88,RT,"Radish, round, red skin",4.05,CSF,Coriander leaves,1.08,GL,"Rajmah, brown",5.21
CSF,"Garlic, small clove",6.75,CM,"Rice, raw, brown",1.24,NOS,"Arecanut, fresh (Areca catechu)",7.63,NOS,"Niger seeds, gray ",20.59,GL,"Red gram, whole",273.900876,CM,Rice flakes,0.12,GL,Moth bean,0.09,F,Avocado fruit ,0.9,OV,Broad beans,0.45,CM,"Rice, parboiled, milled",0.22,F,"Palm fruit, tender ",2.49,CSD,Omum,51.79,RT,"Radish, round, red skin",15.69,GL,"Field bean, black",4.35,GL,"Green gram, whole",0.33,GL,Ricebean,21.85,CSD,"Cardamom, black",77.48,GL,"Field bean, white",77.24,GLV,Cauliflower leaves,0.014,CM,"Wheat flour, atta",4.1,GL,"Lentil whole, yellowish",86.38,GL,Lentil dal,1.16,CM,Varagu,0.02,F,"Tamarind, pulp",113,GLV,Parsley,466,CM,"Wheat, bulgur",10.54,OV,"Field beans, tender, broad",14.14,OV,"Corn, Baby",1.13,CSF,"Ginger, fresh",302,OV,"French beans, hybrid",72.13,GL,"Field bean, white",0,F,"Jambu fruit, ripe",2.38,F,"Apple, small, Kashmir ",4.11,RT,"Sweet potato, pink skin",7.23,NOS,Linseeds,4.63,GL,"Black gram, dal",1.31,F,Phalsa ,1.1,NOS,Cashew nut ,4.87,OV,"Capsicum, green",4.05,GL,"Horse gram, whole",1.08,F,"Jack fruit, ripe",5.18
CSD,"Cardamom, black",6.69,GL,"Cowpea, brown",1.15,CM,"Amaranth seed, pale brown",7.47,F,Custard apple ,20.38,CSD,"Cardamom, black",270.554792,CSD,"Cardamom, green",0.12,GL,"Cowpea, white",0.09,CSF,"Chillies, green - all varieties",0.89,OV,"Cucumber, green, elongate",0.45,GLV,Agathi leaves,0.22,RT,"Radish, elongate, white skin",2.48,CSD,"Chillies, red",51.5,RT,Tapioca,15.51,F,"Cherries, red ",4.3,RT,Colocasia,0.33,OV,Ladies finger,21.52,CSF,Mango ginger,76.62,GL,"Lentil whole, yellowish",76.66,RT,Water Chestnut,0.014,CM,"Wheat, whole",3.97,GLV,"Pumpkin leaves, tender",84.21,GLV,"Pumpkin leaves, tender",1.14,CM,Samai,0.02,CSD,Mace,110,GLV,"Tamarind leaves, tender",465,GLV,"Knol-Khol, leaves",10.5,GL,"Cowpea, brown",13.68,OV,"Red gram, tender, fresh",1.1,CSD,Nutmeg,299,F,"Cherries, red ",71.55,F,"Banana, ripe, robusta ",0,CM,Ragi,2.37,OV,"Tinda, tender",4.11,OV,Parwar,7.22,OV,"Field beans, tender, broad",4.61,GLV,"Gogu leaves, green",1.31,F,"Palm fruit, tender ",1.1,CSD,Nutmeg,4.86,OV,"Ridge gourd, smooth skin",4.03,OV,"Onion, stalk",1.07,OV,"Capsicum, green",5.17
NOS,"Arecanut, dried, red color",6.46,GL,"Green gram, whole",1.14,F,"Guava, pink flesh ",7.39,F,"Grapes, seedless, round, black",19.86,CSD,Coriander seeds,268.88175,GLV,"Tamarind leaves, tender",0.12,CM,"Maize, dry",0.09,NOS,"Niger seeds, gray ",0.88,F,"Papaya, ripe ",0.44,RT,"Yam, elephant",0.22,OV,Cauliflower,2.47,OV,Bottlegourd,51.45,RT,"Yam, elephant",15.22,GLV,"Gogu leaves, green",4.28,GL,"Peas, dry",0.32,GL,"Field bean, black",21.5,CSD,Cloves,73.51,OV,"Corn, Baby",76.51,OV,Bitter gourd,0.014,CM,Jowar,3.95,GLV,"Gogu leaves, green",83.09,CM,Bajra,1.12,GLV,Radish leaves,0.019,GLV,Drumstick leaves,109,RT,"Yam, ordinary",463,NOS,Pistachio nuts,10.46,GLV,"Tamarind leaves, tender",13.43,OV,"Peas, fresh",1.09,CM,"Maize, tender, sweet",292,OV,Knol - Khol,71.39,OV,"French beans, hybrid",0,CM,"Rice, raw, brown",2.36,GL,"Cowpea, brown",4.1,GLV,"Knol-Khol, leaves",7.2,NOS,"Arecanut, fresh (Areca catechu)",4.59,NOS,"Niger seeds, black ",1.31,GLV,"Colocasia leaves, green",1.07,GLV,"Tamarind leaves, tender",4.86,RT,"Radish, elongate, white skin",4.03,GLV,"Gogu leaves, green",1.07,OV,"Capsicum, red",5.17
GLV,Drumstick leaves,6.41,GL,"Cowpea, white",1.14,F,Karonda fruit ,7.25,OV,"Red gram, tender, fresh",19.46,MMP,Paneer,257.887474,OV,Broad beans,0.12,GL,"Cowpea, brown",0.09,CM,Bajra,0.86,M,"Button mushroom, fresh ",0.43,F,"Jack fruit, ripe",0.22,GLV,"Amaranth leaves, green",2.46,CSD,Fenugreek seeds,51.11,OV,"Red gram, tender, fresh",15.13,GL,"Field bean, white",4.26,CSF,"Ginger, fresh",0.32,GL,"Field bean, brown",20.7,OV,"Mango, green, raw",72.37,GL,"Lentil whole, brown",76.13,OV,Cluster beans,0.013,GL,"Green gram, dal",3.93,F,"Tamarind, pulp",82.73,GL,"Red gram, dal",1.12,CM,"Wheat, semolina",0.018,NOS,"Arecanut, dried, brown ",105,NOS,Ground nut ,460,GLV,Parsley,10.24,OV,"Tomato, green",13.11,CM,"Rice, parboiled, milled",1.08,RT,Lotus root,291,GL,Lentil dal,70.14,F,"Cherries, red ",0,CM,Samai,2.35,OV,"Colocasia, stem, black",4.1,OV,Bottlegourd,7.19,NOS,"Arecanut, dried, brown ",4.59,CSF,Coriander leaves,1.3,CM,Jowar,1.06,OV,"Corn, Baby",4.85,NOS,Mustard seeds ,4.02,CM,Rice puffed,1.07,GL,"Field bean, brown",5.16
CSD,Asafoetida,6.34,CM,Rice flakes,1.14,CM,"Amaranth seed, black",7.02,CSD,Cloves,18.73,CSD,"Cardamom, green",255.019402,CM,Rice puffed,0.11,OV,"Red gram, tender, fresh",0.09,GLV,"Knol-Khol, leaves",0.86,OV,"Bean scarlet, tender",0.42,GL,"Rajmah, brown",0.21,OV,Knol - Khol,2.46,CSF,Coriander leaves,51.01,OV,"Tinda, tender",14.2,GL,"Field bean, brown",4.24,GLV,Drumstick leaves,0.31,F,Strawberry ,19.81,OV,Ladies finger,69.1,GL,"Field bean, brown",75.2,NOS,"Coconut, kernel, dry ",0.013,OV,Cluster beans,3.9,OV,Cluster beans,81.74,GLV,Spinach,1.12,F,"Apricot, dried ",0.018,CM,Varagu,101,NOS,Walnut,457,CSD,Fenugreek seeds,9.98,OV,Bitter gourd,13.09,NOS,"Arecanut, dried, red color",1.02,F,"Lemon, juice",270,GL,"Field bean, brown",70.06,OV,Knol - Khol,0,CM,"Rice, parboiled, milled",2.35,OV,"Kovai, big",4.1,F,Phalsa ,7.19,RT,Beet root,4.58,F,Mangosteen ,1.29,CSD,"Cardamom, green",1.06,F,Goosberry ,4.85,CSD,Coriander seeds,4.02,GL,"Black gram, dal",1.07,CSD,Cumin seedS,5.13
CSD,Nutmeg,6.3,GLV,Parsley,1.14,OV,Drumstick,6.83,RT,Colocasia,17.85,NOS,"Arecanut, fresh (Areca catechu)",244.742144,MMP,Khoa,0.11,GL,"Black gram, dal",0.09,CSF,Curry leaves,0.85,OV,Celery stalk,0.42,GL,"Rajmah, red",0.21,GLV,Brussels sprouts,2.45,GL,Lentil dal,49.99,RT,"Yam, ordinary",13.88,GLV,Cauliflower leaves,4.15,OV,Drumstick,0.31,CSF,"Chillies, green - all varieties",19.18,GL,"Peas, dry",65.71,GL,"Peas, dry",75.11,OV,Parwar,0.013,GL,"Red gram, dal",3.9,GLV,Garden cress,79.24,OV,"Plantain, flower",1.09,GLV,Fenugreek leaves,0.017,GLV,Brussels sprouts,98.56,CSF,"Garlic, small clove",453,OV,Broad beans,9.03,RT,Water Chestnut,13.08,OV,"Onion, stalk",0.99,GL,Lentil dal,266,GL,"Field bean, black",69.82,GL,Lentil dal,0,NOS,Walnut,2.34,CM,"Rice, raw, brown",4.08,F,"Grapes, seedless, round, green ",7.15,GLV,Garden cress,4.54,GLV,Agathi leaves,1.28,GL,"Lentil whole, yellowish",1.06,F,Phalsa ,4.84,OV,Cauliflower,4.02,OV,"Mango, green, raw",1.06,CM,"Wheat flour, atta",5.12
CSD,Mace,6.24,GLV,"Gogu leaves, green",1.09,F,Avocado fruit ,6.69,RT,Tapioca,17.81,CSD,"Chillies, red",236.61594,GLV,Fenugreek leaves,0.11,F,Custard apple ,0.09,CSD,"Pepper, black",0.85,F,"Pomegranate, maroon seeds",0.42,GL,"Horse gram, whole",0.21,NOS,Sunflower seeds,2.44,OV,"Plantain, flower",49.27,CSF,"Garlic, small clove",13.57,CSF,"Ginger, fresh",4.09,F,Pear ,0.3,NOS,Linseeds,19.17,F,"Currants, black ",62.48,F,"Raisins, dried, black",73.24,CSF,"Ginger, fresh",0.013,CM,"Wheat, bulgur",3.86,CM,Rice flakes,77.92,GL,"Peas, dry",1.08,OV,"French beans, hybrid",0.017,MMP,"Milk, Whole, Cow",96.56,CM,Ragi,443,CM,"Maize, dry",8.69,OV,Bottlegourd,12.59,CSD,Asafoetida,0.98,M,"Button mushroom, fresh ",263,F,"Banana, ripe, poovam ",69.67,GL,"Field bean, brown",0,GL,"Peas, dry",2.34,F,"Guava, white flesh ",4.08,GL,Lentil dal,7.1,F,"Banana, ripe, montham",4.51,GLV,Fenugreek leaves,1.28,RT,Lotus root,1.03,CM,Bajra,4.82,GLV,Basella leaves,4.01,OV,Cauliflower,1.06,F,"Currants, black ",5.11
CSD,Cloves,5.86,CSF,Curry leaves,1.06,CM,Varagu,6.39,RT,"Yam, ordinary",17.65,CSD,Fenugreek seeds,234.942898,CM,"Maize, tender, sweet",0.1,CSD,"Pepper, black",0.09,GLV,Drumstick leaves,0.82,GLV,"Amaranth leaves, green",0.41,GLV,"Amaranth leaves, green",0.21,OV,"Plantain, flower",2.44,OV,"Kovai, big",48.68,F,"Water melon, dark green (sugar baby)",13.26,GLV,Agathi leaves,4.02,NOS,Ground nut ,0.28,OV,"Kovai, big",19.15,GL,"Horse gram, whole",58.57,GL,"Red gram, dal",71.73,OV,Bottlegourd,0.013,GLV,Radish leaves,3.82,F,Phalsa ,76.92,GL,Moth bean,1.07,OV,"Onion, stalk",0.017,CM,"Rice, raw, milled",96,GLV,Bathua leaves,438,OV,"Tomato, green",8.25,GL,"Cowpea, white",12.52,GLV,Bathua leaves,0.98,CSF,Mango ginger,256,CM,Ragi,68.58,GL,"Field bean, black",0,F,"Water melon, dark green (sugar baby)",2.34,GL,"Green gram, dal",4.07,OV,"Plantain, flower",7.06,OV,Brinjal-1,4.49,NOS,"Arecanut, fresh (Areca catechu)",1.27,CSD,Cumin seedS,1.02,S,"Jaggery, cane ",4.82,GLV,Cauliflower leaves,4.01,RT,Water Chestnut,1.06,CM,"Wheat, whole",5.11
GLV,"Tamarind leaves, tender",5.84,OV,"Bean scarlet, tender",0.99,OV,"Peas, fresh",6.32,OV,"Plantain, green",17.58,CSD,"Pepper, black",217.49546,OV,"Capsicum, red",0.1,GLV,Lettuce,0.09,NOS,"Arecanut, dried, red color",0.8,GLV,Bathua leaves,0.41,NOS,"Arecanut, dried, red color",0.21,F,"Currants, black ",2.41,GLV,"Cabbage, green",46.36,F,"Pomegranate, maroon seeds",12.69,F,"Apricot, dried ",3.98,CSF,"Chillies, green - all varieties",0.27,RT,"Carrot, red",18.75,F,"Banana, ripe, poovam ",57.33,F,"Dates, dry, pale brown ",71.2,F,"Orange, pulp ",0.012,GLV,"Colocasia leaves, green",3.41,NOS,"Arecanut, dried, brown ",76.39,CSF,Mint leaves,1.06,CM,"Amaranth seed, black",0.016,F,"Raisins, dried, golden ",93.3,CM,"Amaranth seed, black",433,GLV,Garden cress,8.08,GL,"Green gram, whole",12.48,CM,"Maize, tender, local",0.97,RT,"Carrot, red",246,F,Mangosteen ,68.12,F,"Banana, ripe, poovam ",0,F,"Grapes, seedless, round, black",2.32,OV,"Field beans, tender, broad",4.05,GL,"Peas, dry",7.02,CSD,Poppy seeds,4.45,CSD,Cloves,1.26,GL,Ricebean,1.02,F,Bael fruit ,4.81,CSF,Coriander leaves,4,GLV,"Knol-Khol, leaves",1.05,OV,Ash gourd,5.11
NOS,"Arecanut, dried, brown ",5.78,GL,"Field bean, brown",0.98,F,Bael fruit ,6.31,RT,"Yam, elephant",17.46,CSD,Pippali,216.539436,CSF,"Chillies, green - all varieties",0.09,NOS,Pine seed,0.08,GLV,"Colocasia leaves, green",0.8,OV,"Field beans, tender, broad",0.41,CSD,"Cardamom, black",0.2,CSD,Cloves,2.41,OV,Cauliflower,45.95,CSF,"Garlic, big clove",12.62,CM,Jowar,3.96,GL,"Horse gram, whole",0.27,NOS,Pistachio nuts,18.65,F,"Banana, ripe, robusta ",56.78,OV,"Field beans, tender, broad",70.57,GL,"Green gram, whole",0.012,RT,Lotus root,3.34,F,"Dates, dry, dark brown ",75.23,GL,"Green gram, whole",1.05,F,"Raisins, dried, black",0.016,NOS,Cashew nut ,90.48,CSF,"Garlic, big clove",430,GLV,Mustard leaves,8.03,GLV,"Gogu leaves, green",12.34,GLV,"Tamarind leaves, tender",0.93,RT,"Carrot, orange",241,F,Bael fruit ,66.18,CM,Ragi,0,OV,"Plantain, flower",2.31,F,"Mango, ripe, kesar ",4.05,NOS,Cashew nut ,7.02,GLV,Drumstick leaves,4.38,F,Bael fruit ,1.26,F,"Guava, pink flesh ",1.02,F,"Grapes, seedless, round, black",4.79,GLV,Radish leaves,3.99,GL,"Rajmah, red",1.05,OV,"Field beans, tender, broad",5.1
GLV,Garden cress,5.62,GL,"Field bean, white",0.94,OV,"Corn, Baby",6.09,NOS,Ground nut ,17.27,CSD,Cloves,186.663686,CSF,Coriander leaves,0.09,NOS,"Gingelly seeds, brown ",0.08,GLV,"Tamarind leaves, tender",0.79,F,"Banana, ripe, poovam ",0.4,OV,Parwar,0.2,NOS,"Niger seeds, gray ",2.4,OV,"Corn, Baby",45.53,GLV,"Pumpkin leaves, tender",12.33,NOS,Cashew nut ,3.85,CM,"Wheat flour, atta",0.26,F,"Pomegranate, maroon seeds",18.5,CSD,Turmeric powder,55.2,GLV,"Tamarind leaves, tender",66.93,GL,"Lentil whole, yellowish",0.012,NOS,"Arecanut, dried, red color",3.26,GL,Lentil dal,74.69,GL,"Green gram, dal",0.98,RT,"Radish, round, red skin",0.016,M,"Button mushroom, fresh ",87.11,GLV,"Pumpkin leaves, tender",423,CSD,Cloves,7.75,NOS,Mustard seeds ,12.21,GLV,"Pumpkin leaves, tender",0.9,CM,"Rice, raw, milled",234,F,"Mango, ripe, paheri",65.92,F,Mangosteen ,0,NOS,"Gingelly seeds, brown ",2.3,NOS,Pine seed,4,NOS,Mustard seeds ,6.96,OV,"Tomato, green",4.35,GLV,"Tamarind leaves, tender",1.26,OV,Cluster beans,1.02,CM,"Wheat, semolina",4.77,RT,"Carrot, orange",3.98,GL,"Cowpea, brown",1.05,F,Pear ,5.1
GLV,Parsley,5.55,RT,Lotus root,0.93,OV,"Red gram, tender, fresh",5.9,NOS,Mustard seeds ,16.8,F,Avocado fruit ,144.359624,GLV,"Colocasia leaves, green",0.08,F,Avocado fruit ,0.08,CSD,Poppy seeds,0.77,GLV,Drumstick leaves,0.39,CSF,"Ginger, fresh",0.2,NOS,Almond ,2.39,OV,"Bean scarlet, tender",45.26,OV,Celery stalk,12.3,GLV,"Betel leaves, big (kolkata)",3.78,F,Strawberry ,0.26,RT,"Carrot, orange",18.35,F,"Banana, ripe, montham",53.06,F,"Dates, dry, dark brown ",66.13,OV,"Plantain, green",0.012,F,"Dates, dry, pale brown ",3.2,F,"Dates, dry, pale brown ",73.79,CSF,Coriander leaves,0.96,CSD,Cumin seedS,0.015,MMP,"Milk,Whole,Buffollo",86.94,OV,"Bamboo shoot, tender",422,CSD,Poppy seeds,7.68,GLV,"Pumpkin leaves, tender",12.2,NOS,"Arecanut, dried, brown ",0.89,F,Sapota ,233,NOS,"Niger seeds, black ",64.5,F,Bael fruit ,0,F,"Apple, small, Kashmir ",2.3,CSF,"Ginger, fresh",3.98,NOS,"Coconut, kernel, fresh ",6.93,GLV,Beet greens,4.34,CSD,"Chillies, red",1.26,GLV,Mustard leaves,1.02,GL,"Peas, dry",4.76,GL,"Field bean, white",3.97,NOS,Cashew nut ,1.05,GL,"Rajmah, red",5.07
CSF,Mint leaves,4.66,GL,"Field bean, black",0.92,CSF,Mint leaves,5.89,MMP,Khoa,16.53,F,Bael fruit ,135.994414,GLV,Mustard leaves,0.08,NOS,"Coconut, kernel, fresh ",0.08,OV,"French beans, hybrid",0.77,OV,"Tinda, tender",0.39,GLV,Garden cress,0.2,CM,Barley,2.38,S,"Sugarcane, juice ",44.53,GLV,Lettuce,11.91,CM,Samai,3.75,F,"Mango, ripe, kesar ",0.26,OV,"Plantain, green",17.42,F,Black berry (Rubus fruticosus),52.32,OV,Broad beans,64.37,S,"Jaggery, cane ",0.011,NOS,"Coconut, kernel, dry ",3.13,CSF,Coriander leaves,72.68,CM,Rice puffed,0.91,GLV,"Colocasia leaves, green",0.015,GLV,"Tamarind leaves, tender",86.86,OV,Drumstick,419,CSD,Nutmeg,7.33,GL,"Horse gram, whole",12.14,CSF,"Garlic, big clove",0.89,GLV,Drumstick leaves,222,OV,Cluster beans,63.4,F,"Mango, ripe, paheri",0,NOS,Sunflower seeds,2.3,OV,"Bean scarlet, tender",3.96,GL,"Bengal gram, dal",6.91,NOS,"Coconut, kernel, dry ",4.31,CSD,Cumin seedS,1.25,CSD,Coriander seeds,0.99,CM,"Wheat, whole",4.75,GL,"Field bean, brown",3.97,GL,"Rajmah, brown",1.04,GL,"Soya bean, brown",5.04
GLV,Brussels sprouts,4.26,OV,"Red gram, tender, fresh",0.92,OV,"Field beans, tender, broad",5.64,CM,"Maize, tender, sweet",16.42,OV,"Red gram, tender, fresh",124.28312,OV,"Tomato, green",0.08,GLV,"Betel leaves, big (kolkata)",0.08,OV,Broad beans,0.76,CM,Rice puffed,0.38,GL,"Green gram, dal",0.19,NOS,"Niger seeds, black ",2.37,OV,"Tinda, tender",43.23,F,"Water melon, pale green ",11.45,F,"Mango, ripe, kesar ",3.68,F,Sapota ,0.25,OV,"Tomato, green",16.1,CM,"Maize, tender, sweet",47.01,NOS,"Arecanut, dried, brown ",61,GL,"Black gram, dal",0.011,OV,"Onion, stalk",3.09,OV,"Onion, stalk",66.71,GLV,Parsley,0.91,GLV,Parsley,0.015,F,Wood Apple ,84.32,CM,"Amaranth seed, pale brown",413,CSD,Mace,7.24,GLV,"Colocasia leaves, green",12.08,GLV,"Amaranth leaves, green",0.86,GL,"Lentil whole, brown",221,F,"Banana, ripe, montham",63.24,NOS,"Niger seeds, black ",0,CSD,Fenugreek seeds,2.28,F,"Guava, pink flesh ",3.94,OV,"Cucumber, green, elongate",6.9,F,"Banana, ripe, robusta ",4.3,F,"Dates, dry, dark brown ",1.25,OV,"Plantain, stem",0.99,CM,"Amaranth seed, pale brown",4.75,RT,Lotus root,3.95,F,Avocado fruit ,1.04,GLV,"Amaranth leaves, green",5.03
GLV,"Pumpkin leaves, tender",4.21,CSF,"Ginger, fresh",0.85,GLV,"Colocasia leaves, green",5.6,F,Fig ,16.28,CSF,"Garlic, big clove",123.805108,F,Avocado fruit ,0.07,GL,"Field bean, white",0.07,CSF,Mint leaves,0.74,RT,"Potato, brown skin, big",0.38,GL,"Bengal gram, dal",0.19,CSD,Pippali,2.34,GLV,Cauliflower leaves,42.99,OV,Ash gourd,11.41,F,"Mango, ripe, paheri",3.62,GLV,Bathua leaves,0.25,OV,"French beans, hybrid",15.14,F,"Cherries, red ",40.78,OV,"Red gram, tender, fresh",58.58,F,Sapota ,0.01,GLV,"Betel leaves, big (kolkata)",3,OV,Ladies finger,66.1,GLV,Radish leaves,0.9,CSD,Asafoetida,0.014,CSF,Curry leaves,83.29,F,Bael fruit ,409,NOS,Walnut,6.53,NOS,"Arecanut, dried, brown ",12.06,GLV,"Colocasia leaves, green",0.82,GLV,Parsley,221,F,Avocado fruit ,62.11,OV,Cluster beans,0,CSD,Cloves,2.28,F,Wood Apple ,3.93,GLV,Lettuce,6.9,RT,"Sweet potato, brown skin",4.27,F,Karonda fruit ,1.25,MF,Coconut Water,0.99,NOS,"Gingelly seeds, black",4.74,GL,"Rajmah, black",3.91,NOS,Walnut,1.04,F,Sapota ,5.03
CM,"Maize, tender, sweet",4.16,GLV,Fenugreek leaves,0.83,CSF,"Garlic, small clove",5.47,NOS,Pistachio nuts,15.82,CSF,"Garlic, small clove",122.849084,RT,"Sweet potato, brown skin",0.07,NOS,"Gingelly seeds, white",0.07,OV,Brinjal-1,0.74,OV,Knol - Khol,0.38,OV,"Peas, fresh",0.19,OV,Ridge gourd,2.27,GLV,Drumstick leaves,42.89,OV,Broad beans,10.98,CSF,Coriander leaves,3.55,CM,Bajra,0.24,OV,"Red gram, tender, fresh",14.9,NOS,Mustard seeds ,36.72,GLV,Lettuce,56.71,F,Plum,0.01,CM,"Wheat, semolina",2.98,GLV,"Knol-Khol, leaves",66,CM,Rice flakes,0.89,CSF,Coriander leaves,0.014,CSD,Cloves,83.1,CSF,"Ginger, fresh",407,CSD,Turmeric powder,6.41,NOS,"Gingelly seeds, white",11.94,CSF,"Garlic, small clove",0.81,GL,"Lentil whole, yellowish",217,F,"Musk melon, orange flesh",61.33,F,"Banana, ripe, montham",0,NOS,Pistachio nuts,2.28,OV,"Capsicum, yellow",3.92,GLV,Radish leaves,6.89,GLV,"Knol-Khol, leaves",4.27,OV,"Capsicum, green",1.24,M,"Button mushroom, fresh ",0.98,GL,"Soya bean, brown",4.73,CSD,Cumin seedS,3.91,CM,"Wheat, semolina",1.04,GL,Lentil dal,5.02
GLV,Cauliflower leaves,3.9,GLV,Garden cress,0.8,NOS,Walnut,5.39,F,Phalsa ,15.09,CM,"Maize, tender, local",119.981012,RT,Tapioca,0.07,GL,"Field bean, black",0.07,NOS,"Arecanut, fresh (Areca catechu)",0.74,MMP,"Milk,Whole,Buffollo",0.38,CSF,Coriander leaves,0.19,CSD,Asafoetida,2.27,GLV,Bathua leaves,42.55,CSF,"Onion, small",10.96,F,"Grapes, seedless, round, green ",3.54,NOS,"Gingelly seeds, brown ",0.23,OV,"Mango, green, raw",14.42,CM,"Maize, tender, local",36.27,F,Wood Apple ,55.71,GL,"Cowpea, brown",0.01,GLV,Spinach,2.95,CM,Rice puffed,64.59,NOS,Pistachio nuts,0.87,CSD,"Cardamom, green",0.013,RT,Colocasia,81.16,GLV,"Colocasia leaves, green",404,CSD,Coriander seeds,6.34,OV,"Tomato, ripe, hybrid",11.86,CM,"Maize, tender, sweet",0.77,F,"Apple, small, Kashmir ",211,GLV,"Cabbage, violet",60.18,F,Avocado fruit ,0,OV,"Colocasia, stem, black",2.28,GL,"Rajmah, black",3.91,M,"Button mushroom, fresh ",6.88,RT,"Yam, ordinary",4.27,NOS,Almond ,1.24,OV,Bottlegourd,0.98,OV,Brinjal-1,4.73,OV,"Bamboo shoot, tender",3.9,RT,"Potato, brown skin, big",1.03,OV,Drumstick,5.02
OV,Broad beans,3.85,GL,Lentil dal,0.75,CSF,"Ginger, fresh",5.36,RT,"Potato, brown skin, big",14.89,F,"Banana, ripe, montham",110.659778,RT,Lotus root,0.07,GL,"Field bean, brown",0.07,RT,Water Chestnut,0.74,NOS,Linseeds,0.37,GLV,Brussels sprouts,0.19,GLV,Drumstick leaves,2.26,GLV,"Knol-Khol, leaves",41.55,F,Avocado fruit ,9.36,CSF,Mint leaves,3.37,GL,"Rajmah, red",0.23,OV,Cauliflower,14.33,OV,"Bean scarlet, tender",35.52,GL,"Black gram, dal",55.67,GL,"Field bean, black",0.01,GLV,Mustard leaves,2.84,GLV,Fenugreek leaves,63.67,F,"Dates, dry, dark brown ",0.84,CSD,Mace,0.013,F,"Currants, black ",78.8,GLV,Mustard leaves,403,NOS,Safflower seeds ,6.33,GL,"Lentil whole, brown",11.2,CSF,Mint leaves,0.75,CM,"Rice, parboiled, milled",209,GL,"Lentil whole, yellowish",57.16,F,"Musk melon, orange flesh",0,CM,Rice flakes,2.28,CSF,"Onion, small",3.91,GL,"Red gram, whole",6.88,GLV,"Colocasia leaves, green",4.26,CSD,Fenugreek seeds,1.22,OV,"Capsicum, green",0.98,GLV,Garden cress,4.72,CM,Varagu,3.89,CM,Jowar,1.03,NOS,Mustard seeds ,5
